Слово,Семантическая роль,Полная семантическая разметка
Армении,аудитория,t:hum;t:topon;r:propn;t:persn
работников,агенс,der:v;t:hum;ev:posit;r:concr;d:nag
работников,аудитория,der:v;t:hum;ev:posit;r:concr;d:nag
сотрудникам,агенс,der:v;t:hum;r:concr;d:nag
сотрудникам,аудитория,der:v;t:hum;r:concr;d:nag
преддверии,аспект,r:abstr;t:time
Дня,аспект,pc:day;r:abstr;pt:part;t:time
строителя,агенс,der:v;t:hum;r:concr;d:nag;t:prof
строителя,аудитория,der:v;t:hum;r:concr;d:nag;t:prof
работникам,агенс,der:v;t:hum;ev:posit;r:concr;d:nag
работникам,аудитория,der:v;t:hum;ev:posit;r:concr;d:nag
работникам,агенс,der:v;t:hum;ev:posit;r:concr;d:nag
работникам,аудитория,der:v;t:hum;ev:posit;r:concr;d:nag
Теперь,аспект,t:time;r:dem
люди,агенс,t:hum;r:concr
люди,аудитория,t:hum;r:concr
уже,аспект,t:time
Теперь,аспект,t:time;r:dem
людей,агенс,t:hum;r:concr
людей,аудитория,t:hum;r:concr
эмигрантами,агенс,der:v;t:hum;r:concr;d:nag
эмигрантами,аудитория,der:v;t:hum;r:concr;d:nag
Петр,агенс,t:hum;r:propn;t:persn
Петр,адресат,t:hum;r:propn;t:persn
Петр,аудитория,t:hum;r:propn;t:persn
МЕЛЬНИКОВ,агенс,t:hum;r:propn;t:famn
МЕЛЬНИКОВ,аудитория,t:hum;r:propn;t:famn
когда-то,аспект,der:advpro;r:indet;t:time
нынешние,аспект,der:adv;r:rel;t:time
зрители,агенс,der:v;t:hum;r:concr;d:nag
зрители,аудитория,der:v;t:hum;r:concr;d:nag
тут,адресат,t:place;r:dem
там,адресат,t:place;r:dem
время,аспект,r:abstr;t:param;t:time
времени,аспект,r:abstr;t:param;t:time
глубоко,адресат,t:place;dt:size:max;der:a
коллег,агенс,t:hum;r:concr
коллег,аудитория,t:hum;r:concr
Нынче,аспект,der:adv;t:time
наёмников,агенс,t:hum;r:concr;der:a
наёмников,аудитория,t:hum;r:concr;der:a
фирмы,агенс,r:concr;t:org
фирмы,адресат,r:concr;t:org
новый,аспект,t:time;r:qual
Москвич,агенс,t:hum;r:concr;der:s
Москвич,аудитория,t:hum;r:concr;der:s
никогда,аспект,der:advpro;r:neg;t:time
Никогда,аспект,der:advpro;r:neg;t:time
никогда,аспект,der:advpro;r:neg;t:time
майор,агенс,t:hum;t:armpos;r:concr
майор,аудитория,t:hum;t:armpos;r:concr
любви,агенс,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любви,адресат,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
любви,аудитория,r:propn;t:persn;t:psych:emot;r:abstr;t:hum
Чик,агенс,d:dimb;t:hum;r:propn;t:persn
Чик,адресат,d:dimb;t:hum;r:propn;t:persn
Чик,аудитория,d:dimb;t:hum;r:propn;t:persn
сейчас,аспект,der:comp;t:time
детей,агенс,t:hum;r:concr
детей,аудитория,t:hum;r:concr
там,адресат,t:place;r:dem
сейчас,аспект,der:comp;t:time
сразу,аспект,t:time
новый,аспект,t:time;r:qual
хозяин,агенс,t:hum;r:concr
хозяин,аудитория,t:hum;r:concr
время,аспект,r:abstr;t:param;t:time
день,аспект,pc:day;r:abstr;pt:part;t:time
красного,атрибут,t:physq:color;r:qual
Аля,агенс,d:dimb;t:hum;r:propn;t:persn
Аля,адресат,d:dimb;t:hum;r:propn;t:persn
Аля,аудитория,d:dimb;t:hum;r:propn;t:persn
мужчины,агенс,t:hum;r:concr;der:s
мужчины,аудитория,t:hum;r:concr;der:s
Андрей,агенс,t:hum;r:propn;t:persn
Андрей,адресат,t:hum;r:propn;t:persn
Андрей,аудитория,t:hum;r:propn;t:persn
Алю,агенс,d:dimb;t:hum;r:propn;t:persn
Алю,адресат,d:dimb;t:hum;r:propn;t:persn
Алю,аудитория,d:dimb;t:hum;r:propn;t:persn
белую,атрибут,t:physq:color;r:qual
голубое,атрибут,t:physq:color;r:qual
невесты,агенс,t:hum;r:concr
невесты,аудитория,t:hum;r:concr
загса,агенс,der:comp;der:abbr;r:concr;t:org
загса,адресат,der:comp;der:abbr;r:concr;t:org
тут,адресат,t:place;r:dem
Галина,агенс,t:hum;r:propn;t:famn;t:persn
Галина,адресат,t:hum;r:propn;t:famn;t:persn
Галина,аудитория,t:hum;r:propn;t:famn;t:persn
Леонидовна,агенс,t:hum;t:patrn;r:propn;der:s
Леонидовна,аудитория,t:hum;t:patrn;r:propn;der:s
наутро,аспект,der:s;t:time
вечер,аспект,pc:day;r:abstr;pt:part;t:time
парнишка,агенс,t:hum;r:concr;der:s;d:dim
парнишка,аудитория,t:hum;r:concr;der:s;d:dim
пор,аспект,t:space;r:abstr;t:time;pc:partb;r:concr;top:hole
Иногда,аспект,r:spec;t:time
надежде,агенс,t:ment;t:hum;r:propn;r:abstr;t:persn
надежде,адресат,t:ment;t:hum;r:propn;r:abstr;t:persn
надежде,аудитория,t:ment;t:hum;r:propn;r:abstr;t:persn
военные,агенс,der:subst;t:hum;der:a;r:concr;t:prof
военные,аудитория,der:subst;t:hum;der:a;r:concr;t:prof
солдаты,агенс,t:hum;t:armpos;r:concr
солдаты,аудитория,t:hum;t:armpos;r:concr
уже,аспект,t:time
женщина,агенс,t:hum;r:concr
женщина,аудитория,t:hum;r:concr
люди,агенс,t:hum;r:concr
люди,аудитория,t:hum;r:concr
живые,агенс,t:hum;der:a;r:concr;der:subst
живые,аудитория,t:hum;der:a;r:concr;der:subst
убитых,агенс,der:v;t:hum;r:concr;der:subst
убитых,аудитория,der:v;t:hum;r:concr;der:subst
Мышкина,агенс,t:hum;r:propn;t:famn;t:topon
Мышкина,аудитория,t:hum;r:propn;t:famn;t:topon
уже,аспект,t:time
гости,агенс,t:hum;r:concr
гости,аудитория,t:hum;r:concr
Лелей,агенс,t:hum;r:propn;t:persn
Лелей,адресат,t:hum;r:propn;t:persn
Лелей,аудитория,t:hum;r:propn;t:persn
Мышкин,агенс,t:hum;r:propn;t:famn;t:topon
Мышкин,аудитория,t:hum;r:propn;t:famn;t:topon
милиционером,агенс,t:hum;r:concr;der:s;t:prof
милиционером,аудитория,t:hum;r:concr;der:s;t:prof
раньше,аспект,dt:time;ev:neg;der:a;t:time
подозреваемых,агенс,der:v;t:hum;r:concr;der:subst
подозреваемых,аудитория,der:v;t:hum;r:concr;der:subst
лазутчика,агенс,der:v;t:hum;r:concr;d:nag
лазутчика,аудитория,der:v;t:hum;r:concr;d:nag
Глинка,агенс,t:hum;r:propn;t:famn
Глинка,аудитория,t:hum;r:propn;t:famn
потом,аспект,t:time
правы,адресат,t:place;r:rel
Мышкиным,агенс,t:hum;r:propn;t:famn;t:topon
Мышкиным,аудитория,t:hum;r:propn;t:famn;t:topon
обычно,аспект,der:a;t:time
Глинка,агенс,t:hum;r:propn;t:famn
Глинка,аудитория,t:hum;r:propn;t:famn
заранее,аспект,t:time
день,аспект,pc:day;r:abstr;pt:part;t:time
Лели,агенс,t:hum;r:propn;t:persn
Лели,адресат,t:hum;r:propn;t:persn
Лели,аудитория,t:hum;r:propn;t:persn
утра,аспект,pc:day;r:abstr;pt:part;t:time
Ольга,агенс,t:hum;r:propn;t:persn
Ольга,адресат,t:hum;r:propn;t:persn
Ольга,аудитория,t:hum;r:propn;t:persn
тогда,аспект,t:time;r:dem
тут,адресат,t:place;r:dem
Мышкину,агенс,t:hum;r:propn;t:famn;t:topon
Мышкину,аудитория,t:hum;r:propn;t:famn;t:topon
друг,агенс,t:hum;r:concr
друг,аудитория,t:hum;r:concr
Глинка,агенс,t:hum;r:propn;t:famn
Глинка,аудитория,t:hum;r:propn;t:famn
Мышкин,агенс,t:hum;r:propn;t:famn;t:topon
Мышкин,аудитория,t:hum;r:propn;t:famn;t:topon
спецслужбы,агенс,der:comp;der:abbr;r:concr;t:org
спецслужбы,адресат,der:comp;der:abbr;r:concr;t:org
уже,аспект,t:time
давно,аспект,t:time
полнейшая,атрибут,dt:qual;der:a;d:super;t:qual;r:qual
здесь,адресат,t:place;r:dem
Глинка,агенс,t:hum;r:propn;t:famn
Глинка,аудитория,t:hum;r:propn;t:famn
время,аспект,r:abstr;t:param;t:time
дюжина,агенс,t:hum;r:propn;r:abstr;t:famn;t:numcoll
дюжина,аудитория,t:hum;r:propn;r:abstr;t:famn;t:numcoll
уже,аспект,t:time
охотники,агенс,der:v;t:hum;r:concr;d:nag;t:prof
охотники,аудитория,der:v;t:hum;r:concr;d:nag;t:prof
Зыбин,агенс,t:hum;r:propn;t:famn
Зыбин,аудитория,t:hum;r:propn;t:famn
Буддо,агенс,t:hum;r:propn;t:famn
Буддо,аудитория,t:hum;r:propn;t:famn
собутыльников,агенс,t:hum;r:concr;der:s
собутыльников,аудитория,t:hum;r:concr;der:s
сейчас,аспект,der:comp;t:time
баб,агенс,t:food;t:tool;pc:tool:device;pt:part;t:hum;r:concr
баб,аудитория,t:food;t:tool;pc:tool:device;pt:part;t:hum;r:concr
личность,агенс,t:hum;ev;r:concr;der:s;ev:nonev
личность,аудитория,t:hum;ev;r:concr;der:s;ev:nonev
тогда,аспект,t:time;r:dem
Зыбин,агенс,t:hum;r:propn;t:famn
Зыбин,аудитория,t:hum;r:propn;t:famn
Буддо,агенс,t:hum;r:propn;t:famn
Буддо,аудитория,t:hum;r:propn;t:famn
Георгий,агенс,t:hum;r:propn;t:persn
Георгий,адресат,t:hum;r:propn;t:persn
Георгий,аудитория,t:hum;r:propn;t:persn
Николаевич,агенс,t:hum;t:patrn;r:propn;der:s
Николаевич,аудитория,t:hum;t:patrn;r:propn;der:s
СОЭ,агенс,t:hum;r:propn;t:famn
СОЭ,аудитория,t:hum;r:propn;t:famn
СОЭ,агенс,t:hum;r:propn;t:famn
СОЭ,аудитория,t:hum;r:propn;t:famn
там,адресат,t:place;r:dem
времена,аспект,r:abstr;t:param;t:time
сейчас,аспект,der:comp;t:time
Буддо,агенс,t:hum;r:propn;t:famn
Буддо,аудитория,t:hum;r:propn;t:famn
вчера,аспект,t:time
отсюда,адресат,t:place;der:advpro;r:dem
следователь,агенс,der:v;t:hum;r:concr;d:nag
следователь,аудитория,der:v;t:hum;r:concr;d:nag
сейчас,аспект,der:comp;t:time
Зыбин,агенс,t:hum;r:propn;t:famn
Зыбин,аудитория,t:hum;r:propn;t:famn
уже,аспект,t:time
тогда,аспект,t:time;r:dem
всюду,адресат,t:place;r:spec
Сволочи,агенс,pt:ind;sc:hum;pt:aggr;ev:neg;t:hum;r:concr
Сволочи,аудитория,pt:ind;sc:hum;pt:aggr;ev:neg;t:hum;r:concr
Негодяи,агенс,t:hum;der:a;r:concr;ev:neg
Негодяи,аудитория,t:hum;der:a;r:concr;ev:neg
Ночь,аспект,pc:day;r:abstr;pt:part;t:time
Провокаторы,агенс,t:hum;r:concr;d:nag;der:s
Провокаторы,аудитория,t:hum;r:concr;d:nag;der:s
Ночь,аспект,pc:day;r:abstr;pt:part;t:time
Теперь,аспект,t:time;r:dem
где,адресат,t:place;r:rel
зеки,агенс,der:comp;t:hum;r:concr;der:abbr
зеки,аудитория,der:comp;t:hum;r:concr;der:abbr
Георгий,агенс,t:hum;r:propn;t:persn
Георгий,адресат,t:hum;r:propn;t:persn
Георгий,аудитория,t:hum;r:propn;t:persn
Николаевич,агенс,t:hum;t:patrn;r:propn;der:s
Николаевич,аудитория,t:hum;t:patrn;r:propn;der:s
СОЭ,агенс,t:hum;r:propn;t:famn
СОЭ,аудитория,t:hum;r:propn;t:famn
шиллинга,агенс,r:propn;r:concr;t:famn;t:money:banknote;t:hum
шиллинга,аудитория,r:propn;r:concr;t:famn;t:money:banknote;t:hum
шиллинг,агенс,r:propn;r:concr;t:famn;t:money:banknote;t:hum
шиллинг,аудитория,r:propn;r:concr;t:famn;t:money:banknote;t:hum
баре,агенс,t:unit;r:concr;t:org;r:abstr
баре,адресат,t:unit;r:concr;t:org;r:abstr
тир,агенс,r:propn;r:concr;t:org;t:topon
тир,адресат,r:propn;r:concr;t:org;t:topon
настоящем,аспект,r:rel;t:time
тире,агенс,r:propn;r:concr;t:org;t:topon
тире,адресат,r:propn;r:concr;t:org;t:topon
патронов,агенс,t:tool:shell;t:hum;r:concr
патронов,аудитория,t:tool:shell;t:hum;r:concr
Повсюду,адресат,t:place;der:advpro
бара,агенс,t:unit;r:concr;t:org;r:abstr
бара,адресат,t:unit;r:concr;t:org;r:abstr
посетителей,агенс,der:v;t:hum;r:concr;d:nag
посетителей,аудитория,der:v;t:hum;r:concr;d:nag
Западной,адресат,t:place;dt:space;r:rel;der:s
где,адресат,t:place;r:rel
здесь,адресат,t:place;r:dem
всегда,аспект,r:spec;t:time
игроком,агенс,der:v;t:hum;r:concr;d:nag
игроком,аудитория,der:v;t:hum;r:concr;d:nag
золотоискателей,агенс,der:comp;t:hum;r:concr;d:nag;t:prof
золотоискателей,аудитория,der:comp;t:hum;r:concr;d:nag;t:prof
времён,аспект,r:abstr;t:param;t:time
прошлого,аспект,der:v;r:rel;dt:move;t:time
хронической,аспект,r:rel;t:time
время,аспект,r:abstr;t:param;t:time
наркоманы,агенс,der:comp;t:hum;r:concr
наркоманы,аудитория,der:comp;t:hum;r:concr
людей,агенс,t:hum;r:concr
людей,аудитория,t:hum;r:concr
букмекеров,агенс,der:comp;t:hum;r:concr
букмекеров,аудитория,der:comp;t:hum;r:concr
букмекеров,агенс,der:comp;t:hum;r:concr
букмекеров,аудитория,der:comp;t:hum;r:concr
кассиров,агенс,t:hum;r:concr;der:s;t:prof
кассиров,аудитория,t:hum;r:concr;der:s;t:prof
тренеров,агенс,der:v;t:hum;r:concr;d:nag
тренеров,аудитория,der:v;t:hum;r:concr;d:nag
конюхов,агенс,t:hum;r:concr;der:s;t:prof
конюхов,аудитория,t:hum;r:concr;der:s;t:prof
жокеев,агенс,t:hum;r:concr;t:prof
жокеев,аудитория,t:hum;r:concr;t:prof
никогда,аспект,der:advpro;r:neg;t:time
впереди,адресат,t:place;der:s
люди,агенс,t:hum;r:concr
люди,аудитория,t:hum;r:concr
букмекеры,агенс,der:comp;t:hum;r:concr
букмекеры,аудитория,der:comp;t:hum;r:concr
наркома,агенс,der:comp;t:hum;r:concr;der:abbr
наркома,аудитория,der:comp;t:hum;r:concr;der:abbr
потом,аспект,t:time
Воронцов,агенс,t:hum;r:propn;t:famn
Воронцов,аудитория,t:hum;r:propn;t:famn
товарищей,агенс,t:hum;r:concr
товарищей,аудитория,t:hum;r:concr
девиц,агенс,t:hum;r:concr;der:s
девиц,аудитория,t:hum;r:concr;der:s
