ConstrIndex	ExIndex	Place	PhraseGen	WordDep	Form	Role	Rank	Sem	Rea	ConstrExId	ItemExIndex	KeyLexemes
1001	42284	1	Они	Они	SPROnom	субъект поведения	Субъект	лицо	стандартный	6746	22173	аплодировать
1001	42284	2	N/A	аплодировали	аплодировать	-	Предикат	-	-	6746	22174	аплодировать
1001	42285	1	Неля	Неля	Snom	субъект поведения	Несобственный	лицо	деепричастие	6748	22175	аплодировать
1001	42285	2	N/A	аплодируя	аплодировать	-	Предикат	-	-	6748	22176	аплодировать
1001	42288	1	люди	люди	Snom	субъект поведения	Несобственный	лицо	контроль	6751	22183	аплодировать
1001	42288	2	N/A	аплодировать	аплодировать	-	Предикат	-	-	6751	22184	аплодировать
1001	42289	1	зал	зал	Snom	субъект поведения	Субъект	помещение	стандартный	6752	22185	аплодировать
1001	42289	2	N/A	аплодировал	аплодировать	-	Предикат	-	-	6752	22186	аплодировать
1001	36577	1			-	субъект поведения	Не выражен		неопределенно-личная конструкция	6757	22199	аплодировать
1001	36577	2	N/A	аплодировали	аплодировать	-	Предикат	-	-	6757	22200	аплодировать
1001	36590	1	зал	зал	Snom	субъект поведения	Субъект	помещение	стандартный	6759	22204	аплодировать
1001	36590	2	N/A	аплодировал	аплодировать	-	Предикат	-	-	6759	22205	аплодировать
1001	42244	1			-	субъект поведения	Не выражен		преконтекст	6761	22209	аплодировать
1001	42244	2	N/A	аплодировал	аплодировать	-	Предикат	-	-	6761	22210	аплодировать
1001	42268	1	мы	мы	SPROnom	субъект поведения	Субъект	лицо	стандартный	6763	22214	аплодировать
